"","fua","turnover","sectorB","sectorC","sectorM","sectorK","sectorG","sectorD","sectorJ","sectorH","sectorF","sectorI","sectorO","sectorN","sectorL","sectorS","sectorE","sectorA","sectorR","sectorQ","sectorP","sectorT","sectorU","fuacountry","fuaname","X","Y","cluster","pop","gdp","geometry"
"1","8",9150809,0,0.0887931329350225,0.0387477216495285,0.149085288524763,0.261234170661851,0.216983219734998,0.0336758203564297,0.0461900144566453,0.0179449707670655,0.00227848707147095,0,0.00417351077921089,0.0278783001590351,0.000694911236809773,0.0004699038085048,0,0.00309557329849197,0.107333570179423,0.00142140438074929,0,0,"Austria","Innsbruck",11.4013600495351,47.2395134886423,3,NA,NA,list()
"2","11",6852175,0,0.0747625389018815,0.468265623688829,0.00845819028264748,0.122718990685439,0.0381483251668266,0.0028630325407626,0.0182277889867086,0.0869881460995961,0.00324889542371583,0,0.119005133406546,0.0189982013010467,0.0161878527620792,0.00463400307201728,0,0.000638483401255806,0.0146263047864364,0.00222848949421169,0,0,"Belgium","Bredene",2.91101411581841,51.1640721673885,5,NA,NA,list()
"3","15",33198824,0.00227267086328118,0.137647134729833,0.0254524377128539,0.00767003072157014,0.461629966169886,0.140590070298876,0.0665314530418306,0.039709448744329,0.0406838808507193,0.0080058558700754,0,0.0192948702038361,0.0230588589523533,0.000585472545654027,0.00718465208285691,0.000233863705533666,0.0105779048077125,0.00784729603675118,0.00102413266204851,0,0,"Bulgaria","Sofia",23.2954805327951,42.6823383723719,4,983259.854923248,25159091584,list(list(c(1928000, 1930000, 1930000, 1931000, 1931000, 1932000, 1932000, 1933000, 1933000, 1939000, 1939000, 1938000, 1938000, 1939000, 1939000, 1940000, 1940000, 1939000, 1939000, 1940000, 1940000, 1939000, 1939000, 1938000, 1934000, 1934000, 1932000, 1932000, 1930000, 1930000, 1929000, 1929000, 1927000, 1927000, 1925000, 1925000, 1923000, 1923000, 1922000, 1922000, 1921000, 1921000, 1922000, 1922000, 1923000, 1923000, 1924000, 1925000, 1925000, 1927000, 1928000, 1928000, 5096000, 5096000, 5095000, 
5095000, 5094000, 5094000, 5092000, 5092000, 5091000, 5091000, 5089000, 5089000, 5086000, 5086000, 5085000, 5085000, 5084000, 5084000, 5082000, 5082000, 5081000, 5081000, 5080000, 5080000, 5080000, 5079000, 5079000, 5080000, 5080000, 5081000, 5081000, 5082000, 5082000, 5083000, 5083000, 5084000, 5084000, 5086000, 5086000, 5088000, 5088000, 5092000, 5092000, 5093000, 5093000, 5094000, 5094000, 5094000, 5095000, 5095000, 5095000, 5096000)), list(c(1942000, 1943000, 1943000, 1945000, 1945000, 1946000, 
1946000, 1947000, 1947000, 1948000, 1948000, 1949000, 1949000, 1948000, 1948000, 1947000, 1947000, 1944000, 1944000, 1942000, 1942000, 5096000, 5096000, 5095000, 5095000, 5096000, 5096000, 5095000, 5095000, 5094000, 5094000, 5093000, 5093000, 5091000, 5091000, 5092000, 5092000, 5093000, 5093000, 5094000, 5094000, 5096000)))
"4","42",24695635,0.0185735252403917,0.00836350229504121,0.00431112623749096,0.142241452791151,0.662617867489538,0,0.026575587143234,0.101085475226695,0.0247600031341571,0.00712692749143725,0,0.0018429167745636,8.64525249097664e-05,0.000163834620976541,0.000201007182038445,7.13891341526549e-05,0.000223723747131831,0.00160846238616662,0.000146746580924119,0,0,"Cyprus","Limassol",33.0347681288182,34.7032143618129,4,NA,NA,list()
"5","43",9144733,0.0094930054272771,0.590619649584083,0.0137963568755917,0.00608197090062662,0.192030975644669,0.0165461364481609,0.0108206549059442,0.0415529901201052,0.0316924507254613,0.00450882491593795,0.0184002091695843,0.0116230840200583,0.00811231995510421,0.00208327569541943,0.00842889562767989,0.000276333929049651,0.00436229248027252,0.0213670535815534,0.00820351999342135,0,0,"CzechRepublic","Pilsen",13.3774678876757,49.7107160976581,1,142248.788154602,1786689024,list(c(1019000, 1021000, 1021000, 1022000, 1022000, 1026000, 1026000, 1025000, 1025000, 1024000, 1024000, 1023000, 1023000, 1017000, 1017000, 1016000, 1016000, 1015000, 1015000, 1017000, 1018000, 1018000, 1019000, 1019000, 5851000, 5851000, 5850000, 5850000, 5849000, 5849000, 5848000, 5848000, 5841000, 5841000, 5843000, 5843000, 5844000, 5844000, 5845000, 5845000, 5847000, 5847000, 5848000, 5848000, 5848000, 5849000, 5849000, 5851000))
"6","44",14517288,0,0.333340566089203,0.169311651046669,0.0474680945917722,0.129694334093255,0.195136378089351,0.0249844185773541,0.000290894552756686,0.00361376036626125,0,0,0.0244474036748462,0.0226226826939026,0.0160645707380056,0.000157674077968282,0,0.000361637793505233,0.0320678352595884,0.000438098355560625,0,0,"Germany","Heerlen",6.18443912432943,50.8332623442097,2,NA,NA,list()
"7","46",4702910,0,0.141819639329692,0.112998122439086,0.361683085578929,0.249730911286842,0.0815148493166997,0.014102119751388,0.00357757218403074,0.0337450642261919,0.000647046190550106,0,3.14698771611619e-05,0,0,0,0,0.000150119819430948,0,0,0,0,"Denmark","Aalborg",9.91808851896387,57.0497968599887,3,100079.483985901,1217230720,list(c(680000, 681000, 681000, 683000, 683000, 682000, 682000, 681000, 681000, 680000, 677000, 677000, 676000, 676000, 675000, 675000, 676000, 676000, 677000, 677000, 679000, 680000, 680000, 6594000, 6594000, 6593000, 6593000, 6588000, 6588000, 6587000, 6587000, 6586000, 6586000, 6586000, 6585000, 6585000, 6589000, 6589000, 6591000, 6591000, 6592000, 6592000, 6593000, 6593000, 6593000, 6594000))
